Country Name,Country Code,Indicator Name,Indicator Code,Ano,Valor,Indicador Label
Turkiye,TUR,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2013,4.34479999542236,Gasto público em educação (% PIB)
United Kingdom,GBR,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2013,5.52529001235962,Gasto público em educação (% PIB)
Argentina,ARG,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2014,5.36144018173218,Gasto público em educação (% PIB)
Brazil,BRA,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2014,5.94848012924194,Gasto público em educação (% PIB)
Chile,CHL,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2014,4.75168991088867,Gasto público em educação (% PIB)
Colombia,COL,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2014,4.62945985794067,Gasto público em educação (% PIB)
Ethiopia,ETH,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2014,4.60201978683472,Gasto público em educação (% PIB)
Finland,FIN,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2014,7.13832998275757,Gasto público em educação (% PIB)
Germany,DEU,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2014,4.82582998275757,Gasto público em educação (% PIB)
India,IND,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2014,3.89878023242693,Gasto público em educação (% PIB)
Indonesia,IDN,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2014,3.28800988197327,Gasto público em educação (% PIB)
Japan,JPN,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2014,3.41529989242554,Gasto público em educação (% PIB)
Mexico,MEX,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2014,5.06807994842529,Gasto público em educação (% PIB)
Nigeria,NGA,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2014,0.470742539133469,Gasto público em educação (% PIB)
Peru,PER,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2014,3.69599008560181,Gasto público em educação (% PIB)
Russian Federation,RUS,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2014,4.01387977600098,Gasto público em educação (% PIB)
South Africa,ZAF,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2014,5.48977994918823,Gasto público em educação (% PIB)
Sweden,SWE,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2014,7.62924003601074,Gasto público em educação (% PIB)
Turkiye,TUR,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2014,4.41256999969482,Gasto público em educação (% PIB)
United Kingdom,GBR,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2014,5.60134983062744,Gasto público em educação (% PIB)
Argentina,ARG,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2015,5.77611017227173,Gasto público em educação (% PIB)
Brazil,BRA,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2015,6.24105978012085,Gasto público em educação (% PIB)
Chile,CHL,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2015,4.90390014648438,Gasto público em educação (% PIB)
Colombia,COL,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2015,4.47038984298706,Gasto público em educação (% PIB)
Ethiopia,ETH,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2015,4.73791868878759,Gasto público em educação (% PIB)
Finland,FIN,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2015,7.07199001312256,Gasto público em educação (% PIB)
Germany,DEU,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2015,4.76157999038696,Gasto público em educação (% PIB)
India,IND,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2015,4.1145601272583,Gasto público em educação (% PIB)
Indonesia,IDN,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2015,3.58361005783081,Gasto público em educação (% PIB)
Japan,JPN,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2015,3.31221008300781,Gasto público em educação (% PIB)
"Korea, Rep.",KOR,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2015,4.24247980117798,Gasto público em educação (% PIB)
Mexico,MEX,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2015,5.05087995529175,Gasto público em educação (% PIB)
Nigeria,NGA,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2015,0.436954905120644,Gasto público em educação (% PIB)
Peru,PER,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2015,3.96933007240295,Gasto público em educação (% PIB)
Russian Federation,RUS,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2015,3.83402991294861,Gasto público em educação (% PIB)
South Africa,ZAF,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2015,5.48285007476807,Gasto público em educação (% PIB)
Sweden,SWE,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2015,7.49442005157471,Gasto público em educação (% PIB)
Turkiye,TUR,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2015,4.30550003051758,Gasto público em educação (% PIB)
United Kingdom,GBR,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2015,5.55453014373779,Gasto público em educação (% PIB)
United States,USA,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2015,4.93064022064209,Gasto público em educação (% PIB)
Argentina,ARG,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2016,5.54548978805542,Gasto público em educação (% PIB)
Brazil,BRA,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2016,6.31403017044067,Gasto público em educação (% PIB)
Chile,CHL,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2016,5.36645984649658,Gasto público em educação (% PIB)
Colombia,COL,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2016,4.47721004486084,Gasto público em educação (% PIB)
Ethiopia,ETH,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2016,5.06151399998447,Gasto público em educação (% PIB)
Finland,FIN,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2016,6.90873003005981,Gasto público em educação (% PIB)
Germany,DEU,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2016,4.76321983337402,Gasto público em educação (% PIB)
India,IND,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2016,4.25406980514526,Gasto público em educação (% PIB)
Indonesia,IDN,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2016,1.21023452496964,Gasto público em educação (% PIB)
Japan,JPN,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2016,3.14643001556396,Gasto público em educação (% PIB)
"Korea, Rep.",KOR,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2016,4.11502981185913,Gasto público em educação (% PIB)
Mexico,MEX,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2016,4.75795984268188,Gasto público em educação (% PIB)
Nigeria,NGA,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2016,0.393045646249364,Gasto público em educação (% PIB)
Peru,PER,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2016,3.81316995620727,Gasto público em educação (% PIB)
Russian Federation,RUS,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2016,3.76044011116028,Gasto público em educação (% PIB)
South Africa,ZAF,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2016,5.4442400932312,Gasto público em educação (% PIB)
Sweden,SWE,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2016,7.63991022109985,Gasto público em educação (% PIB)
Turkiye,TUR,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2016,4.62773990631104,Gasto público em educação (% PIB)
United Kingdom,GBR,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2016,5.42795991897583,Gasto público em educação (% PIB)
United States,USA,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2016,4.78327989578247,Gasto público em educação (% PIB)
Argentina,ARG,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2017,5.45432996749878,Gasto público em educação (% PIB)
Brazil,BRA,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2017,6.32047986984253,Gasto público em educação (% PIB)
Chile,CHL,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2017,5.43278980255127,Gasto público em educação (% PIB)
Colombia,COL,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2017,4.53551006317139,Gasto público em educação (% PIB)
Ethiopia,ETH,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2017,5.49905076025271,Gasto público em educação (% PIB)
Finland,FIN,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2017,6.40826988220215,Gasto público em educação (% PIB)
France,FRA,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2017,5.46482992172241,Gasto público em educação (% PIB)
Germany,DEU,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2017,4.77830982208252,Gasto público em educação (% PIB)
India,IND,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2017,4.30543994903565,Gasto público em educação (% PIB)
Indonesia,IDN,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2017,1.05324382490056,Gasto público em educação (% PIB)
Japan,JPN,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2017,3.13057994842529,Gasto público em educação (% PIB)
"Korea, Rep.",KOR,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2017,4.10775995254517,Gasto público em educação (% PIB)
Mexico,MEX,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2017,4.39752006530762,Gasto público em educação (% PIB)
Nigeria,NGA,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2017,0.396354013591345,Gasto público em educação (% PIB)
Peru,PER,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2017,3.93130993843079,Gasto público em educação (% PIB)
Russian Federation,RUS,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2017,4.68990993499756,Gasto público em educação (% PIB)
South Africa,ZAF,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2017,5.59868001937866,Gasto público em educação (% PIB)
Sweden,SWE,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2017,7.63849020004272,Gasto público em educação (% PIB)
Turkiye,TUR,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2017,4.32369995117188,Gasto público em educação (% PIB)
United Kingdom,GBR,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2017,5.45254993438721,Gasto público em educação (% PIB)
United States,USA,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2017,5.09296989440918,Gasto público em educação (% PIB)
Argentina,ARG,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2018,4.87773990631104,Gasto público em educação (% PIB)
Brazil,BRA,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2018,6.08851003646851,Gasto público em educação (% PIB)
Chile,CHL,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2018,5.473060131073,Gasto público em educação (% PIB)
Colombia,COL,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2018,4.44910001754761,Gasto público em educação (% PIB)
Ethiopia,ETH,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2018,5.22011189522399,Gasto público em educação (% PIB)
Finland,FIN,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2018,6.31771993637085,Gasto público em educação (% PIB)
France,FRA,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2018,5.42540979385376,Gasto público em educação (% PIB)
Germany,DEU,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2018,4.88401985168457,Gasto público em educação (% PIB)
India,IND,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2018,4.36374998092651,Gasto público em educação (% PIB)
Indonesia,IDN,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2018,0.994436460846179,Gasto público em educação (% PIB)
Japan,JPN,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2018,3.07782006263733,Gasto público em educação (% PIB)
"Korea, Rep.",KOR,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2018,4.21645021438599,Gasto público em educação (% PIB)
Mexico,MEX,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2018,4.13944005966187,Gasto público em educação (% PIB)
Nigeria,NGA,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2018,0.419998493796127,Gasto público em educação (% PIB)
Peru,PER,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2018,3.71392011642456,Gasto público em educação (% PIB)
Russian Federation,RUS,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2018,4.67819023132324,Gasto público em educação (% PIB)
South Africa,ZAF,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2018,5.64401006698608,Gasto público em educação (% PIB)
Sweden,SWE,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2018,7.69825983047485,Gasto público em educação (% PIB)
Turkiye,TUR,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2018,4.29729986190796,Gasto público em educação (% PIB)
United Kingdom,GBR,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2018,5.20438003540039,Gasto público em educação (% PIB)
United States,USA,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2018,4.89502000808716,Gasto público em educação (% PIB)
Argentina,ARG,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2019,4.77165985107422,Gasto público em educação (% PIB)
Brazil,BRA,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2019,5.96346998214722,Gasto público em educação (% PIB)
Chile,CHL,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2019,5.62629985809326,Gasto público em educação (% PIB)
Colombia,COL,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2019,4.51068019866943,Gasto público em educação (% PIB)
Ethiopia,ETH,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2019,4.48086946127054,Gasto público em educação (% PIB)
Finland,FIN,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2019,6.45300006866455,Gasto público em educação (% PIB)
France,FRA,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2019,5.36638021469116,Gasto público em educação (% PIB)
Germany,DEU,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2019,5.02757978439331,Gasto público em educação (% PIB)
India,IND,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2019,3.89732003211975,Gasto público em educação (% PIB)
Indonesia,IDN,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2019,0.964399077622927,Gasto público em educação (% PIB)
Japan,JPN,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2019,3.15533995628357,Gasto público em educação (% PIB)
"Korea, Rep.",KOR,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2019,4.41813993453979,Gasto público em educação (% PIB)
Nigeria,NGA,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2019,0.358479005206684,Gasto público em educação (% PIB)
Peru,PER,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2019,3.822429895401,Gasto público em educação (% PIB)
Russian Federation,RUS,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2019,3.69561429198336,Gasto público em educação (% PIB)
South Africa,ZAF,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2019,5.91159009933472,Gasto público em educação (% PIB)
Sweden,SWE,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2019,7.66307020187378,Gasto público em educação (% PIB)
Turkiye,TUR,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2019,4.44776010513306,Gasto público em educação (% PIB)
United Kingdom,GBR,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2019,5.26116991043091,Gasto público em educação (% PIB)
United States,USA,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2019,4.95746994018555,Gasto público em educação (% PIB)
Argentina,ARG,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2020,5.27689981460571,Gasto público em educação (% PIB)
Brazil,BRA,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2020,5.7714900970459,Gasto público em educação (% PIB)
Chile,CHL,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2020,5.62992000579834,Gasto público em educação (% PIB)
Colombia,COL,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2020,5.26166009902954,Gasto público em educação (% PIB)
Ethiopia,ETH,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2020,4.0905654220699,Gasto público em educação (% PIB)
Finland,FIN,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2020,6.6812801361084,Gasto público em educação (% PIB)
France,FRA,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2020,5.65871000289917,Gasto público em educação (% PIB)
Germany,DEU,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2020,5.51600980758667,Gasto público em educação (% PIB)
India,IND,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2020,4.29335021972656,Gasto público em educação (% PIB)
Indonesia,IDN,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2020,1.01593221347809,Gasto público em educação (% PIB)
Japan,JPN,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2020,3.30628991127014,Gasto público em educação (% PIB)
"Korea, Rep.",KOR,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2020,4.52706003189087,Gasto público em educação (% PIB)
Mexico,MEX,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2020,4.4996600151062,Gasto público em educação (% PIB)
Nigeria,NGA,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2020,0.35963763718498,Gasto público em educação (% PIB)
Peru,PER,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2020,4.25937986373901,Gasto público em educação (% PIB)
Russian Federation,RUS,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2020,4.01641864383637,Gasto público em educação (% PIB)
South Africa,ZAF,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2020,6.17067003250122,Gasto público em educação (% PIB)
Sweden,SWE,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2020,7.95333003997803,Gasto público em educação (% PIB)
Turkiye,TUR,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2020,4.03382015228271,Gasto público em educação (% PIB)
United Kingdom,GBR,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2020,5.43936014175415,Gasto público em educação (% PIB)
United States,USA,Gasto público em educação (% PIB),SE.XPD.TOTL.GD.ZS,2020,5.39530992507935,Gasto público em educação (% PIB)
